AnimalID,Name,Breed,Species,RegNum
29AN1538,GAR 6807 Traveler 4144,Angus,Test,
36AN498,GAR Commitment 3654,Angus,Test,12304084
AN498,GAR Commitment 3654,Angus,Test,12304084
29AN1464,GAR Evas Convergence 3403,Angus,Test,
1AN1041,GAR Guarantee 5640,Angus,Test,
7AN248,GAR Integrity,Angus,Test,
7AN255,GAR New Design 5050,Angus,Test,
29AN1545,GAR Paramount,Angus,Test,
7AN144,GAR Precision 1680,Angus,Test,115201398
16AN1247,GAR Precision N5425,Angus,Test,15283276
507AN222,GAR Predestined,Angus,Test,13395344
7AN222,GAR Predestined,Angus,Test,
7AN237,GAR Prime Design,Angus,Test,
16AN0814,GAR Prime Time C809,Angus,Test,13397022
154AN110,GAR Sleep Easy,Angus,Test,
7AN129,GAR Sleep Easy 1009,Angus,Test,11356568
16AN3138,GAR Sure Fire 507G,Angus,Test,19123898
16AN3137,GAR Sure Fire 6237,Angus,Test,18945347
Traveler (AN0101),GAR Traveler 124,Angus,Test,
16AN101,GAR Traveler 1931,Angus,Test,
AN0101,GAR Traveler 1931,Angus,Test,11647343
237AN2064,GAR Ultimate,Angus,Test,
7AN245,GAR US Premium Beef,Angus,Test,
16AN0053,Gardens Bravo (Gardens Expo 8225?),Angus,Test,13084451
16AN2159,Gardens Bric M073,Angus,Test,16972078
16AN2574,Gardens Bric RB66,Angus,Test,18290247
16AN2275,Gardens Cache P079,Angus,Test,17709960
16AN2791,Gardens Cache S047,Angus,Test,18670720
16ANT601,Gardens Director,Angus,Test,11781415
16ANN250,Gardens EMC 3134,Angus,Test,12007680
237AN1668,Gardens Expedition,Angus,Test,12689078
N565,Gardens Expedition S1,Angus,Test,12689078
AN1532,Gardens EXT 4137 S2,Angus,Test,12166857
16AN0233,Gardens EXT 9137 S1,Angus,Test,13263399
16AN3037,Gardens Forecast TE33,Angus,Test,19123922
16ANT925,Gardens Fortune 100,Angus,Test,
109AN1118,Gardens Heat Wave,Angus,Test,
AN0052,Gardens High Mark,Angus,Test,13047487
16AN0493,Gardens Highmark A72S1,Angus,Test,13604320
16AN2461,Gardens I36 P83,Angus,Test,17885007
16AN1564,Gardens Leverage I224,Angus,Test,16057033
16AN0549,Gardens Matrix,Angus,Test,
156AN502,Gardens Next Wave HE17,Angus,Test,15714056
109AN1094,Gardens North Star,Angus,Test,
16AN1006,Gardens OB45 9245,Angus,Test,13456463
16AN2433,Gardens Pay Back MB87,Angus,Test,16970656
16AN2762,Gardens Pay Back S079,Angus,Test,18670724
16AN2205,Gardens Prime ME32,Angus,Test,16970667
16AN2646,Gardens Prime R048,Angus,Test,18290120
237AN2074,Gardens Prime Star E242,Angus,Test,14740749
16AN1496,Gardens Prime Star G259,Angus,Test,15568406
16AN1273 (Cane reads 1237),Gardens Prime Star GVB3-M,Angus,Test,15493816
 14AN172,Gardens Prime Time,Angus,Test,12007667
14AN172,Gardens Prime Time,Angus,Test,12007667
159AN589,Gardens Primer ME32,Angus,Test,
16AN1151,Gardens Prodigy,Angus,Test,15059325
16AN2955,Gardens Prophet S19,Angus,Test,18875126
156AN590,Gardens Resurgence M86,Angus,Test,16970634
16ANZ982,Gardens Soldier of Fortune,Angus,Test,11487377
16AN0873,Gardens Special T C64,Angus,Test,14300213
16AN1424,Gardens Surge H078,Angus,Test,15713983
16AN1798,Gardens Surge K065,Angus,Test,16660236
16AN2276,Gardens Ten X P257,Angus,Test,17709990
157AN3390,Gardens Touchstone IB2,Angus,Test,19057069
16AN1563,Gardens Touchstone IB6,Angus,Test,16057079
16AN2204,Gardens Touchstone M08,Angus,Test,16970587
16ANZ657,Gardens Transition,Angus,Test,
16AN657,Gardens Transition 7205 S1,Angus,Test,11128214
16AN2274,Gardens Tsumoni I36,Angus,Test,16057048
16AN1227,Gardens Tsunami,Angus,Test,15268074
AN3390,Gardens Tsunami IB2,Angus,Test,19057069
16AN1005,Gardens Wave,Angus,Test,13818764
29AN1701,Gardens Wave  A272,Angus,Test,
41AN6479,Garretts Emblazon 8001,Angus,Test,15671197
29AN1769,Garretts Nationwide 8001,Angus,Test,15671197
16ANT683,GCC Chico,Angus,Test,11939503
49AN2900,GCC GOLD STANDARD X615,Angus,Test,926056
16AN2149,GCC Hunter 649U,Angus,Test,16168496
14AN93,GDAR Executive 727,Angus,Test,10988397
1AN1100,GDAR GAME DAY,Angus,Test,
AN168,"GDAR Jacobs Baker ""OCC Blueprint""",Angus,Test,11481381
14AN092,GDAR Oscar 711,Angus,Test,
14AN92,GDAR Oscar 711,Angus,Test,
AN1394,GDAR Piere Rito 596 LT Piere,Angus,Test,10717881
AN1382,GDAR Rainmaker 340,Angus,Test,
90AN219,GDAR Rito 054,Angus,Test,977704
29AN1375,GDAR Rito 2100,Angus,Test,10132935
90AN276,GDAR Royce 131,Angus,Test,11605039
90AN4193,GDAR SVF Rito 156C,Angus,Test,12113991
29AN1439,GDAR Traveler 004,Angus,Test,11447335
AN1439,GDAR Traveler 044,Angus,Test,
090AN00170,GDAR Traveler 3173,Angus,Test,
90AN170,GDAR Traveler 3173,Angus,Test,10388976
1AN015,GDAR Traveler 71,Angus,Test,10988295
29AN1410,GDAR Traveler 71,Angus,Test,
109ANT480,GDAR Traveler 7111,Angus,Test,10988425
16ANT480,GDAR Traveler 7111,Angus,Test,
AN416,GDAR Traveler 7111,Angus,Test,10988425
29AN1456,GDAR Traveler 9161,Angus,Test,
29AN1827,GEM 3of 4L1 Emblazon,Angus,Test,
61026,Genetics Yukon Jack,Angus,Test,10537189
16ANN507,GF Good News 717,Angus,Test,12861130
29AR0155,Glacier Marias,Angus,Test,476939
34AN2003 (A203),GMAR Hi Spade 039,Angus,Test,
54AN7102,Go Daddy 0281,Angus,Test,
29AR0167,Gold Rubber 1909E,Angus,Test,492411
29AN1671,Graham 52170,Angus,Test,13739339
29AR0245,Grand Statement 1025,Angus,Test,1365711
129AN1563,Greene Pokerface 1304,Angus,Test,17534307
16AN2200,Greene Pokerface 1304,Angus,Test,17534307
237AN2986,Greene Pokerface 1304,Angus,Test,17534307
3165,Greens Durabull 3165,Angus,Test,
90AN4958,Green's Premium 7578,Angus,Test,12904236
90AN4203,Green's Stetson 9182,Angus,Test,12015782
59AN1156,Grid Topper 355,Angus,Test,
AN213,GRIDMAKER,Angus,Test,
29AN1434,GT Expo,Angus,Test,11160688
29AN1391,GT Maximum,Angus,Test,11160685
109AN218,GT Protector,Angus,Test,
16ANN329,GT Protector,Angus,Test,
29AN1633,GT Shear Force,Angus,Test,14419184
1AN1304,Gun Powder,Angus,Test,
54AN309,Gunston Tall Texan,Angus,Test,9879465
16AN3060,GVC Pilgrim 029A,Angus,Test,
AN1642,HA Image Maker,Angus,Test,
29AN1642,HA Image Maker 0415,Angus,Test,13739532
16ANN560,HAF 8E8 of 41 Prompter,Angus,Test,
16AN0671,HAF New Trend 5522369,Angus,Test,
72E,Happy Vale Blackcap,Angus,Test,8191993
16AN2811,HARB Hindquarter 473JH,Angus,Test,18033745
AN1941,Haynes Outright 452,Angus,Test,
29AR0138,Heaven or Bust,Angus,Test,385356
AN1006,Hero,Angus,Test,
90AN4200,Hero 6267 of RR 2418,Angus,Test,
28AN672,HF Kodiak 5R,Angus,Test,
272AN0204,HF Prowler 43U,Angus,Test,16894092
28AN802,HF Tiger 5T,Angus,Test,1402252
16AN0576,HF Traveler 93A,Angus,Test,
AN1407,Hi Flyer,Angus,Test,
16AN0196,High Field Double Shot 904,Angus,Test,
90AN4665,High Valley 5B5,Angus,Test,
AN4309,High Valley Ambush 4C6,Angus,Test,12240991
1AN1036,High Valley Traveler 707,Angus,Test,
16AN037,Hills Dale Stockman 208,Angus,Test,
16AN2784,Hinkson Wingy 13 3205,Angus,Test,17866730
16AN1305,Hinkson's Diesel 06661,Angus,Test,15492171
16AN0383,Hinksons Double Take,Angus,Test,
16ANT491,Hinksons El Tigre,Angus,Test,1167004
16AN1598,Hinksons In Focus T816,Angus,Test,16239078
16AN2738,Hinrichsen Intuition 5052,Angus,Test,18465097
75AN908,Hoff Celebration,Angus,Test,
75AN1203,Hoff First Edition,Angus,Test,
AN7283,Hoff Hi Flyer,Angus,Test,
1407 (29AN1407),Hoff Hi Flyer SC 7134,Angus,Test,11297283
7283 (106AN7283),Hoff Hi Flyer SC 7134,Angus,Test,11297283
36AN060,Hoff Hi Spade SC233,Angus,Test,11297326
16AN31,Hoff Hickock SC 4108,Angus,Test,
75AN849,Hoff Investor,Angus,Test,
75AN848,Hoff Limited Edition,Angus,Test,
29AN1392,Hoff Northlander SC 6029,Angus,Test,11138672
29AN1383,Hoff Power Pounder of SC,Angus,Test,
AN3187,HOFF Stocky SC765921,Angus,Test,
16ANZ827,Hoff Superstar SC 7132,Angus,Test,11297329
AN472,Hoff Trail Boss,Angus,Test,
AN581,HOFF Westwind SC078,Angus,Test,
AN2958,Hoff's Stocker,Angus,Test,
1AN016,Hoofs Hi Steaks SC 6036,Angus,Test,11138673
237AN2102,Hoover Dam G18,Angus,Test,16124994
100AN713,Hoover No Doubt,Angus,Test,
16ANT595,Hopeley's Showtime 838X,Angus,Test,128661
16AN2243,HPR Cade's Brilliance 2681,Angus,Test,17727809
16AN2465,HPR Conagher 3848,Angus,Test,18011549
16AN2877,HPR Confidence 4968,Angus,Test,18352132
16AN1685,HPR Objective OT26 8922,Angus,Test,16476080
16AN2782,HPR Payweight 5507,Angus,Test,18665158
16AN3040,HPR Reagan 6276,Angus,Test,19007767
16AN1946,HPR's Cade's Bismarck 0504,Angus,Test,17086698
49AN2332,HR Foresight of Hale 352,Angus,Test,14554311
237AN2654,HR Journey-1X74,Angus,Test,16924332
14AN0272,HSAF Bando 1961,Angus,Test,13896250
54AN5076,Husker 761C 854E,Angus,Test,15470024
014AR02028,HXC Conquest 4405P,Angus,Test,975924
99AN5307,Hyline Right Time 338,Angus,Test,
14AN113,Hyline Rito 9J9 278,Angus,Test,11139613
90AN5307,Hyline RT 338,Angus,Test,
16ANN457,Hyline Travel Agent 184,Angus,Test,2137794
237AN2710,ICC PAYRAISE 4886,Angus,Test,17974692
MA401,Iceman 49G,Angus,Test,
AN0201,Ideal 0201,Angus,Test,11468939
54AN0201,Ideal 0201 of 7318,Angus,Test,
54AN3452,Ideal 3462 of 6807 3134,Angus,Test,12001806
AN692,Ideal 692 of 9J9 3134,Angus,Test,10981278
29AN1596,Ideal 7451 of 8103 4465,Angus,Test,
90AN271,Ideal Super X 0340,Angus,Test,
29AN2077,Inertia,Angus,Test,
100AN2347,Ironstone 4047,Angus,Test,14954578
29AN2347,Ironstone 4047,Angus,Test,
29AN1616,Ironwood New Level,Angus,Test,
AN1616,Ironwood New Level,Angus,Test,
16AN2284,J Bar Double X 220,Angus,Test,17813493
16AN2119,J Bar Double X118,Angus,Test,17496079
16AN2293,J Bar Mesa 117,Angus,Test,17496078
16AN0297,J L Osage Ext,Angus,Test,12988770
16AN1566,JAK GBD R53,Angus,Test,15377219
16AN1620,JAK GBD R53,Angus,Test,15377219
1099AN6165A,Jauanada 6188 x Dream Look,Angus,Test,
AN725,JAUER,Angus,Test,
17AN0305,Jauer 589 Traveler 9096 644,Angus,Test,13486362
J703,Jauer Band 105 561 77,Angus,Test,9024957
16ANZ641,Jay Cat Avenue S74,Angus,Test,10926712
36AN061,Jay Cat Power Gemes S99,Angus,Test,11288941
707 or AN67,Jetliner 707 of Conanga,Angus,Test,7795918
7AN67,Jetliner 707 of Conanga,Angus,Test,7795918
707,Jetliner 707 of Conange,Angus,Test,7795918
AN67,Jetliner 707 of Conange,Angus,Test,7795918
16AN2821,JFA Patriot 6002,Angus,Test,18775022
16AN0782,JJAR MR EXT 63B0L,Angus,Test,
16AR1510,JKC Huckleberry 701,Angus,Test,
29AN1525,JLB Exacto 416,Angus,Test,
090AN00219,John Hamilton Rito 054,Angus,Test,
90AN754,JR Juice Z005,Angus,Test,11080055
AN1046,Julian 709J,Angus,Test,13609915
271AN4046,JVC Calvary V 3326,Angus,Test,
7AN477,JVC Cavalry U3326,Angus,Test,
129AN1060,Kangol 949K,Angus,Test,
529AN1947,KCF Bennett Assertive,Angus,Test,17863288
16AN2671,KCF Bennett Covenant C1,Angus,Test,18177393
7AN395,KCF Bennett Fortress,Angus,Test,
29AN1926,KCF Bennett Homestead,Angus,Test,16771888
AN1094,KCF Bennett Index,Angus,Test,14521474
14AN270,KCF Bennett Preformer,Angus,Test,14885809
29AN1925,KCF Bennett Southside,Angus,Test,
1AN1043,KCF Bennett Total J239 S90,Angus,Test,
203AN1448,KF Stonecutter 501,Angus,Test,18170691
1AN1249,KG Solution 0018,Angus,Test,16796888
29AN1829,KM Broken Bow 002,Angus,Test,16764044
14AN97,KMA Highroller 5025,Angus,Test,10727016
1AN1162,Koupal Juneau 797,Angus,Test,
16AN2291,KR Amplify 3129,Angus,Test,17618492
272AN6243,KR Casino 6243,Angus,Test,18624063
16ANN647,Krugerand of Donomere 490,Angus,Test,11696575
B50,Krugerrand of Donamere 490,Angus,Test,
7AN408,KSU Konza 3111,Angus,Test,17667191
16AN1755,KSU Mile High 9196,Angus,Test,
16AN2410,KSU New Day 1113,Angus,Test,17049306
16AN1171,KSU New Frontier 5197,Angus,Test,15082241
16AN2123,Laflins Alternative Power 2100,Angus,Test,17272675
16AN2447,Laflin's Big E 0307,Angus,Test,16979569
16AN1262,Laflins Cow Town 5207,Angus,Test,15418423
16AN1516,Laflins Flash Point 7232,Angus,Test,16039171
16ANN502,Laflins Hauler 387 (Cat Man Do),Angus,Test,1279476
16ANN440,Laflin's Mr. Sam 627,Angus,Test,12599647
237AN2076,Laflin's South Wind 5258,Angus,Test,15418431
16AN2360,Laflins Wampum 1305,Angus,Test,17807748
16AN2369,Laflins Wampum 1305,Angus,Test,17807748
106AN1763,Laflins Warmfront 7256,Angus,Test,
5215,Landmark 5215 of Ideal,Angus,Test,10710666
54AN5215,Landmark 5215 of Ideal,Angus,Test,10710666
16AN2914,LAR Payweight 7299,Angus,Test,18922004
1AN1012,Larks Canyon 7404,Angus,Test,
54AN8061,LCA Beacon 630,Angus,Test,18930016
237AN3155,LCA Hombre 516,Angus,Test,18480798
109AN832,LD Maverick 604-3,Angus,Test,13884776
90AN408,Leachman Bold Driver,Angus,Test,
29AN1449,Leachman Conveyor,Angus,Test,
90AR8856,Leachman Deniro A090X,Angus,Test,1371233
16ANZ818,Leachman Interface,Angus,Test,11220385
90AN0535,Leachman Right Time 2700,Angus,Test,11750711
90AN535,Leachman Right Time 2700,Angus,Test,11750711
90AN5351,Leachman Right Time 2700,Angus,Test,11750711
R698,Leachman Rimrock Too R698,Angus,Test,171770
29AN1478,Leachman Saugahatchee 3000 C,Angus,Test,
AN1478,Leachman Saugahatchee 3000C,Angus,Test,12075716
21AN683,Lemar Eileenmere Lad 549,Angus,Test,8593101
18AN136,Lemmon Impact,Angus,Test,
21AN699,Lemmon Impact,Angus,Test,92163
1AN1071,Lemmon Newsline,Angus,Test,
AN1071,Lemmon Newsline C804,Angus,Test,13632776
272AN0480,Limestone Eureka Z284,Angus,Test,17229474
16AN1395,LLP T21 Mr Lut E21,Angus,Test,15586520
16AN1599,LLP U1 Harley P325 S21,Angus,Test,16223743
16AN1648,LLP W3 The Look  T22,Angus,Test,16236680
16AN1854,LLP X3 T21 Real Deal P044,Angus,Test,16706903
AN0346,Loaded for SCAR,Angus,Test,
41AN4,Lonan Of Wye,Angus,Test,
AN1129,LOOKOUT,Angus,Test,
54AN7347,Lookout 2903,Angus,Test,
16AN29,Lovana Strong Pursuit,Angus,Test,10188429
137AN2823,LS/ Plus Cimarron P207,Angus,Test,14750123
106AR06089,LSF Clean Sweep 0095X,Angus,Test,
90AN699,Lucy's Boy,Angus,Test,
16ANT860,Lyons Bando 3025,Angus,Test,11961830
16AN2648,Lyons Confidence 3104,Angus,Test,17926080
54AN1428,Lyons Dividend 4144,Angus,Test,12165649
14AN220,Lyons Doc Holiday 0026,Angus,Test,13642757
16AN1187,Lyon's Future Direction 4340,Angus,Test,
16AN2591,Lyons Thunder 4021,Angus,Test,18253340
106AN812,M Bar 8I2 of 8285 6807,Angus,Test,13314063
AN812,M Bar 8I2 of 8285 6807,Angus,Test,13314063
16ANT817,Maddy's Traveling Rambo,Angus,Test,11645096
16AN3135,Man Paxton 16Y,Angus,Test,17767143
6222,Manning Of Wye,Angus,Test,
1AN1337,MAR Innovation 251,Angus,Test,16983331
16AN1245,Marands 004 Travelocity 5055,Angus,Test,15290544
16AN1246,Marands 0699 Bando 5016,Angus,Test,15290519
16AN1139,Marands All In 4010,Angus,Test,14973469
16ANN630,Marands Cadillac,Angus,Test,
16AN0707,Marands Donamere 9845 of JJM,Angus,Test,13220502
16AN1140,Marands M-W Assassin 518,Angus,Test,15096616
Marshall Pride,Marshall Pride 4,Angus,Test,3447664
16AN2400,May-Way Breakout 1310,Angus,Test,17843760
16AN2590,May-Way Perfection 384,Angus,Test,17843774
16AN3136,May-Way Perfection E108,Angus,Test,19217760
16AN2343,May-Way Renegade 252,Angus,Test,17726207
4351,MC 2500,Angus,Test,
AN6812,MCATL Pilgrim 520-495,Angus,Test,
AN1650,MCC Daybreak,Angus,Test,147770116
54AN2964,MCC Special Design L309,Angus,Test,
16ANN634,McCumber 124 Traveler 212,Angus,Test,11824721
54AN5190,McCurry 004 Traveler 7033,Angus,Test,15710762
16AN2029,McCurry 004 Traveler 8068,Angus,Test,16045537
16AN2315,McCurry 004 Traveler 9016,Angus,Test,16721266
16AN1320,McCurry Bros New Trend 6017,Angus,Test,15446615
16AN2797,McCurry Charlo 5259,Angus,Test,18551185
16AN2134,McCurry Life Life 9003,Angus,Test,16797833
16AN2314,McCurry Life Line 9033,Angus,Test,16797833
16AN2458,McCurry Thunder 3137,Angus,Test,18015883
7AN363,MCR Horizon 081,Angus,Test,17076135
16AN2581,MCR Horizon Hoover Dam 754,Angus,Test,
54AR1074,Merle 717E,Angus,Test,
56AN097,MGR SH Buda,Angus,Test,
29AN1965,Mill Bar Hickok 7242,Angus,Test,
16AN1204,Mill Brae Freightliner,Angus,Test,
138AN6057,MILL Brae Identified 4031,Angus,Test,
7AN433,Mill Brae Identified 4031,Angus,Test,
16AN1618,Mill Brae In Focus 7238,Angus,Test,15827956
16AN2880,Mill Brae Payweight 6204,Angus,Test,18588140
AN2117,Mill Creek Diversity,Angus,Test,
16AN1170,Mission Control,Angus,Test,15101061
16AN1076,MMCC Precision 4045,Angus,Test,14735663
1AN1135,Mohnen Dynamite 1356,Angus,Test,15585939
AN1567,Mohnen Modern Design,Angus,Test,
200AN10813,Mohnen South Dakota 402,Angus,Test,17250190
109AN1294,Moliter KS Max Americus,Angus,Test,
109AN295,Molito Maximum Turbo 737,Angus,Test,12439414
109AN335,Molitor 71 Trueman 4156,Angus,Test,
109AN1335,Molitor 71 Truman 4156,Angus,Test,
16AN3127,Molitor Advance 236-267,Angus,Test,19028387
16AN0118,Molitor Que 3778,Angus,Test,
16AN2346,Molitor Sedgwick 1503,Angus,Test,17713437
29AN1619,Morgan's Direction 111 9901,Angus,Test,
54AN1089,Mr Beef T357,Angus,Test,10706716
16AN0709,Mr. Alliance 5701,Angus,Test,Pending
29AN1357,Mr. Angus 8017,Angus,Test,8989216
271 AN8119,MSAR Sheriff 1797,Angus,Test,
271AN3545,Musgrave Sky High 1535,Angus,Test,
16AR2116,Mushrush Impressed Z038,Angus,Test,
271AN8396,Mytty Forefront 77P,Angus,Test,
29AN1640,Mytty In Focus,Angus,Test,
529AN1640,Mytty In Focus,Angus,Test,
AN1640,Mytty In Focus,Angus,Test,
271 AN8435,Mytty Thunder Struck W355,Angus,Test,
AN1388,N Bar Emulation 5522 4326,Angus,Test,
29AN01413,N BAR Emulation Ext,Angus,Test,
29AN1413,N Bar Emulation EXT,Angus,Test,10776479
AN1413,N Bar Emulation EXT,Angus,Test,10776479
129AN462,N Bar Emulation Extra V129,Angus,Test,11251284
AN462,N Bar Emulation Extra V129,Angus,Test,11251284
14AN167,N Bar Explosion,Angus,Test,11393414
16ANT599,N Bar Explosion TNT,Angus,Test,11726609
29AN1520,N Bar Prime Time D806,Angus,Test,
179AN45,Nacho,Angus,Test,
129AN1582,National Anthem 5740,Angus,Test,
AN359,NB Moderation 9995,Angus,Test,
36AN922,NBAR Emulation 5522 4245A,Angus,Test,
029AN01413,N-BAR Emulation EXT,Angus,Test,
29AN1657,N-Bar Emulation EXT A1747,Angus,Test,
29AN1536,NBAR Power Play B363 C526,Angus,Test,
90AN4393,NBAR Shadow,Angus,Test,
90AN242,Nelson Update,Angus,Test,
AN242,Nelson Update,Angus,Test,
1AN1119,Net Worth,Angus,Test,
AN1119,Networth,Angus,Test,
16AN2184,Nevermore 8138,Angus,Test,160181495
7AN303,New Day,Angus,Test,
507AN303,New Day 454,Angus,Test,14675445
158AN307,NEW DESIGN 0316,Angus,Test,13814649
AN1472,New Design 036,Angus,Test,11418145
16AN0339,New Design 980,Angus,Test,
14AN223,New Frontier,Angus,Test,
1AN1030,New Frontier,Angus,Test,
16AN1771,New Haven American Made 8039,Angus,Test,16215777
16AN2032,New Haven American Made Y172,Angus,Test,17235695
16AN0526,New Haven Final Answer 0018,Angus,Test,
16AN1891,New Haven Fusion X125,Angus,Test,16915906
16AN1770,New Haven High Life 8114,Angus,Test,16371141
16AN0861,New Haven Incentive,Angus,Test,14435991
16AN1437,New Haven Right Time,Angus,Test,15725554
140AN0109,New Horizon 001,Angus,Test,13606093
AN779,New Trend 315,Angus,Test,
137AN898,Nichols Bold Impression ,Angus,Test,11815015
AN898,Nichols Bold Impression 159S,Angus,Test,
29AN1577,Nichols Extra H6,Angus,Test,
29AN1644,Nichols Extra K205,Angus,Test,
54AN1543,Nichols Performa D162,Angus,Test,
14AN642,Nichols Picture 4109,Angus,Test,10879688
Blank (54AN547,Nichols Trademark S1,Angus,Test,
109AN428,Northern Improvement,Angus,Test,13054003
AN428,Northern Improvement 4480,Angus,Test,
106AN4007,NU Baseline 4007,Angus,Test,14777778
16ANT364,Nugget of Bar 539,Angus,Test,11309516
29AN1574,OBJECTIVE,Angus,Test,
16AN0097,OCC 302G,Angus,Test,
16AN1758,OCC 330W,Angus,Test,
16AN1757,OCC 336U,Angus,Test,
16AN0098,OCC 337G,Angus,Test,
16AN1772,OCC 337W,Angus,Test,
16AN1759,OCC 351W,Angus,Test,
16AN1774,"OCC 719W ""OCC Well Balanced 719W""",Angus,Test,16877281
16AN1675,OCC 864U,Angus,Test,
16ANT869,OCC 920C,Angus,Test,
16AN1742,"OCC 960U ""OCC Ureka 960U""",Angus,Test,16763153
16ANN362,OCC 972E,Angus,Test,
16ANT405,OCC Acclaim 749A,Angus,Test,11685011
106AN04594,OCC Accolade 825A,Angus,Test,18028529
16ANT404,OCC Alaskan 785A,Angus,Test,11684980
16AN2440,OCC Ali 844A,Angus,Test,18078521
129AN1594,OCC Alpha 700A,Angus,Test,18041805
16AN2392,OCC Alpha 700A,Angus,Test,18041805
48AN1074,OCC ANCHOR 2322 CR,Angus,Test,14358398
16ANT446,OCC Anchor 771A,Angus,Test,11684971
AN446 (ANT446),OCC Anchor 771A,Angus,Test,11684971
129AN1194,OCC Anchor Clone 511-3,Angus,Test,
16ANZ830,OCC Architect,Angus,Test,11335169
AN728,OCC Architect,Angus,Test,11335169
16ANT445,OCC Aristocrat 797S,Angus,Test,11684992
271AN3394,OCC Atlas 664A,Angus,Test,18078526
16ANT403,OCC Attraction 708A,Angus,Test,11652129
59AN1287,OCC B351 Emblazon 511,Angus,Test,
16AN1700,OCC Backstop 888B,Angus,Test,11952561
16ANT700,OCC BACKSTOP 888B,Angus,Test,11952561
36AN357,OCC Backstop 888B,Angus,Test,11952561
Baseline,OCC Baseline 511,Angus,Test,
106AN04496,OCC Best Yet 766B,Angus,Test,
106AN4496,OCC Best Yet 766B,Angus,Test,
16AN2192,OCC Big Time 746Z,Angus,Test,17696450
AN455,OCC Black Smith,Angus,Test,192558
49AN1192,OCC Blockbuster,Angus,Test,
129AN1593,OCC Blueprint 632B,Angus,Test,11952564
16AN2813,OCC Blueprint 632B,Angus,Test,11952564
129AN456,OCC Bonanza 880B,Angus,Test,11952564
16ANN234,OCC Bonanza 880B,Angus,Test,11952564
16ANT699,OCC Bonanza 880B,Angus,Test,11952564
90AN4328,OCC Bonanza 880D,Angus,Test,11952564
16ANT697,OCC Boulder 855B,Angus,Test,12002124
16ANT961,OCC Broadside 876B,Angus,Test,11952559
16ANT962,OCC Brougham 874B,Angus,Test,11952554
9630,OCC Bullion 822B,Angus,Test,11770428
16ANT544,OCC Bullion 822B,Angus,Test,11770428
271AN3792,OCC Chancellor 767C,Angus,Test,18736728
129AN458,OCC Churchill 726C,Angus,Test,12043094
16ANT701,OCC Churchill 726C,Angus,Test,12043094
AN458,OCC Churchill 726C,Angus,Test,12043094
16ANT874,OCC Classic 778C,Angus,Test,12058375
AN500,OCC Commodore 858C,Angus,Test,12058368
271AN3793,OCC Cortez 819C,Angus,Test,18736736
